"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"TSP","TuSimple Holdings Inc.","Common stocks","Mid cap","Industrials","$2,682,932,789","0.00%","USA","Analyze"
"WWE","World Wrestling Entertainment Inc","Common stocks","Mid cap","Communication Services","$2,615,034,991","0.80%","USA","Analyze"
"SNDR","Schneider National Inc Class B","Common stocks","Mid cap","Industrials","$2,542,173,352","1.08%","USA","Analyze"
"IOVA","Iovance Biotherapeutics Inc","Common stocks","Mid cap","Health Care","$2,527,266,602","0.00%","USA","Analyze"
"FTDR","Frontdoor Inc","Common stocks","Mid cap","Consumer Discretionary","$2,476,236,393","0.00%","USA","Analyze"
"CPA","Copa Holdings SA Class A","Common stocks","Mid cap","Industrials","$2,474,738,831","0.00%","USA","Analyze"
"SPCE","Virgin Galactic Holdings, Inc.","Common stocks","Mid cap","Industrials","$2,435,669,542","0.00%","USA","Analyze"
"DH","Definitive Healthcare Corp.","Common stocks","Mid cap","Health Care","$2,420,053,904","0.00%","USA","Analyze"
"SHLS","Shoals Technologies Group, Inc.","Common stocks","Mid cap","Industrials","$2,392,545,962","0.00%","USA","Analyze"
"DSEY","Diversey Holdings, Ltd.","Common stocks","Mid cap","Materials","$2,389,796,940","0.00%","USA","Analyze"
"AI","C3.ai, Inc. Class A","Common stocks","Mid cap","Information Technology","$2,259,064,970","0.00%","USA","Analyze"
"FSLY","Fastly, Inc. Class A","Common stocks","Mid cap","Information Technology","$2,053,521,000","0.00%","USA","Analyze"
"SAGE","Sage Therapeutics Inc","Common stocks","Mid cap","Health Care","$2,048,574,553","0.00%","USA","Analyze"
"VMEO","Vimeo, Inc.","Common stocks","Mid cap","Communication Services","$2,002,270,247","0.00%","USA","Analyze"
"QRTEA","Qurate Retail, Inc. Series A","Common stocks","Small cap","Consumer Discretionary","$1,965,122,895","0.00%","USA","Analyze"
"SWI","Solarwinds Corporation","Common stocks","Small cap","Information Technology","$1,948,036,141","0.00%","USA","Analyze"
"ADPT","Adaptive Biotechnologies Corporation","Common stocks","Small cap","Health Care","$1,813,687,453","0.00%","USA","Analyze"
"COMM","Commscope Holding Inc","Common stocks","Small cap","Information Technology","$1,771,999,414","0.00%","USA","Analyze"
"NABL","N-able, Inc.","Common stocks","Small cap","Information Technology","$1,766,056,198","0.00%","USA","Analyze"
"LMND","Lemonade, Inc.","Common stocks","Small cap","Financials","$1,666,157,443","0.00%","USA","Analyze"
"EVBG","Everbridge Inc","Common stocks","Small cap","Information Technology","$1,611,038,581","0.00%","USA","Analyze"
"SLVM","Sylvamo Corporation","Common stocks","Small cap","Materials","$1,582,383,024","0.00%","USA","Analyze"
"RKT","Rocket Companies, Inc. Class A","Common stocks","Small cap","Financials","$1,485,114,835","0.00%","USA","Analyze"
"BYND","Beyond Meat, Inc.","Common stocks","Small cap","Consumer Staples","$1,484,269,773","0.00%","USA","Analyze"
"SKLZ","Skillz Inc. Class A","Common stocks","Small cap","Communication Services","$1,205,514,513","0.00%","USA","Analyze"
"NKTR","Nektar Therapeutics","Common stocks","Small cap","Health Care","$1,043,135,274","0.00%","USA","Analyze"
"ONL","Orion Office REIT Inc.","REITs","Small cap","Real Estate","$973,961,180","0.00%","USA","Analyze"
"BRBR","BellRing Brands, Inc. Class A","Common stocks","Small cap","Consumer Staples","$941,476,032","0.00%","USA","Analyze"
"FLNC","Fluence Energy, Inc.","Common stocks","Small cap","Industrials","$767,210,207","0.00%","USA","Analyze"
"ZIMV","ZimVie Inc.","Common stocks","Small cap","Health Care","$637,623,000","0.00%","USA","Analyze"
"PSFE","Paysafe Limited","Common stocks","Small cap","Information Technology","$536,934,243","0.00%","Bermuda","Analyze"
"LYLT","Loyalty Ventures Inc.","Common stocks","Small cap","Communication Services","$472,541,683","0.00%","USA","Analyze"
"UWMC","UWM Holdings Corporation Class A","Common stocks","Small cap","Financials","$433,038,898","8.32%","USA","Analyze"
"VRM","Vroom, Inc.","Common stocks","Small cap","Consumer Discretionary","$394,911,052","0.00%","USA","Analyze"
"GOCO","GoHealth, Inc. - Class A","Common stocks","Micro cap","Financials","$172,304,493","0.00%","USA","Analyze"
